LegID,ShipmentID,TruckID,BatchID,ProductID,MinSafeC,MaxSafeC,BudgetMinutes,DepartUtc,ArriveUtc
LEG-0030,SHP-0014,TRK-08,AUR-2328,PRD-VAX-02,2,8,120,2026-07-29T04:15:00Z,2026-07-29T15:15:00Z
LEG-0030,SHP-0014,TRK-08,AUR-2329,PRD-VAX-04,2,8,120,2026-07-29T04:15:00Z,2026-07-29T15:15:00Z
LEG-0030,SHP-0014,TRK-08,AUR-2330,PRD-INS-01,2,8,120,2026-07-29T04:15:00Z,2026-07-29T15:15:00Z
LEG-0031,SHP-0014,TRK-08,AUR-2328,PRD-VAX-02,2,8,120,2026-07-29T18:15:00Z,2026-07-29T22:15:00Z
LEG-0031,SHP-0014,TRK-08,AUR-2329,PRD-VAX-04,2,8,120,2026-07-29T18:15:00Z,2026-07-29T22:15:00Z
LEG-0031,SHP-0014,TRK-08,AUR-2330,PRD-INS-01,2,8,120,2026-07-29T18:15:00Z,2026-07-29T22:15:00Z
LEG-0032,SHP-0015,TRK-05,AUR-2331,PRD-VAX-01,2,8,120,2026-07-29T06:15:00Z,2026-07-29T12:15:00Z
LEG-0032,SHP-0015,TRK-05,AUR-2332,PRD-BIO-01,2,8,150,2026-07-29T06:15:00Z,2026-07-29T12:15:00Z
LEG-0033,SHP-0015,TRK-09,AUR-2331,PRD-VAX-01,2,8,120,2026-07-29T13:15:00Z,2026-07-29T16:15:00Z
LEG-0033,SHP-0015,TRK-09,AUR-2332,PRD-BIO-01,2,8,150,2026-07-29T13:15:00Z,2026-07-29T16:15:00Z
LEG-0034,SHP-0016,TRK-10,AUR-2333,PRD-INS-02,2,8,120,2026-07-30T09:00:00Z,2026-07-30T18:00:00Z
LEG-0034,SHP-0016,TRK-10,AUR-2334,PRD-VAX-04,2,8,120,2026-07-30T09:00:00Z,2026-07-30T18:00:00Z
LEG-0034,SHP-0016,TRK-10,AUR-2335,PRD-VAX-03,2,8,180,2026-07-30T09:00:00Z,2026-07-30T18:00:00Z
LEG-0035,SHP-0016,TRK-05,AUR-2333,PRD-INS-02,2,8,120,2026-07-30T21:00:00Z,2026-07-31T02:00:00Z
LEG-0035,SHP-0016,TRK-05,AUR-2334,PRD-VAX-04,2,8,120,2026-07-30T21:00:00Z,2026-07-31T02:00:00Z
LEG-0035,SHP-0016,TRK-05,AUR-2335,PRD-VAX-03,2,8,180,2026-07-30T21:00:00Z,2026-07-31T02:00:00Z
LEG-0036,SHP-0017,TRK-06,AUR-2336,PRD-VAX-02,2,8,120,2026-07-30T06:15:00Z,2026-07-30T17:15:00Z
LEG-0036,SHP-0017,TRK-06,AUR-2337,PRD-VAX-04,2,8,120,2026-07-30T06:15:00Z,2026-07-30T17:15:00Z
LEG-0037,SHP-0017,TRK-08,AUR-2336,PRD-VAX-02,2,8,120,2026-07-30T21:15:00Z,2026-07-31T01:15:00Z
LEG-0037,SHP-0017,TRK-08,AUR-2337,PRD-VAX-04,2,8,120,2026-07-30T21:15:00Z,2026-07-31T01:15:00Z
LEG-0038,SHP-0018,TRK-09,AUR-2338,PRD-VAX-01,2,8,120,2026-07-30T04:15:00Z,2026-07-30T16:15:00Z
LEG-0039,SHP-0018,TRK-07,AUR-2338,PRD-VAX-01,2,8,120,2026-07-30T18:15:00Z,2026-07-31T01:15:00Z
LEG-0040,SHP-0019,TRK-02,AUR-2339,PRD-VAX-02,2,8,120,2026-07-30T04:45:00Z,2026-07-30T16:45:00Z
LEG-0041,SHP-0019,TRK-01,AUR-2339,PRD-VAX-02,2,8,120,2026-07-30T18:45:00Z,2026-07-31T01:45:00Z
LEG-0042,SHP-0020,TRK-06,AUR-2340,PRD-BIO-01,2,8,150,2026-07-31T07:45:00Z,2026-07-31T09:45:00Z
LEG-0043,SHP-0020,TRK-02,AUR-2340,PRD-BIO-01,2,8,150,2026-07-31T13:45:00Z,2026-08-01T01:45:00Z
LEG-0044,SHP-0020,TRK-06,AUR-2340,PRD-BIO-01,2,8,150,2026-08-01T05:45:00Z,2026-08-01T08:45:00Z
LEG-0045,SHP-0021,TRK-11,AUR-2341,PRD-FRZ-01,-25,-15,120,2026-07-31T09:15:00Z,2026-07-31T18:15:00Z
LEG-0045,SHP-0021,TRK-11,AUR-2342,PRD-FRZ-01,-25,-15,120,2026-07-31T09:15:00Z,2026-07-31T18:15:00Z
LEG-0045,SHP-0021,TRK-11,AUR-2343,PRD-FRZ-01,-25,-15,120,2026-07-31T09:15:00Z,2026-07-31T18:15:00Z
LEG-0046,SHP-0021,TRK-11,AUR-2341,PRD-FRZ-01,-25,-15,120,2026-07-31T21:15:00Z,2026-08-01T02:15:00Z
LEG-0046,SHP-0021,TRK-11,AUR-2342,PRD-FRZ-01,-25,-15,120,2026-07-31T21:15:00Z,2026-08-01T02:15:00Z
LEG-0046,SHP-0021,TRK-11,AUR-2343,PRD-FRZ-01,-25,-15,120,2026-07-31T21:15:00Z,2026-08-01T02:15:00Z
LEG-0047,SHP-0022,TRK-08,AUR-2344,PRD-BIO-01,2,8,150,2026-07-31T05:30:00Z,2026-07-31T16:30:00Z
LEG-0048,SHP-0022,TRK-09,AUR-2344,PRD-BIO-01,2,8,150,2026-07-31T20:30:00Z,2026-08-01T00:30:00Z
LEG-0049,SHP-0023,TRK-05,AUR-2345,PRD-INS-01,2,8,120,2026-08-01T06:15:00Z,2026-08-01T08:15:00Z
LEG-0049,SHP-0023,TRK-05,AUR-2346,PRD-INS-02,2,8,120,2026-08-01T06:15:00Z,2026-08-01T08:15:00Z
LEG-0050,SHP-0023,TRK-01,AUR-2345,PRD-INS-01,2,8,120,2026-08-01T10:15:00Z,2026-08-01T19:15:00Z
LEG-0050,SHP-0023,TRK-01,AUR-2346,PRD-INS-02,2,8,120,2026-08-01T10:15:00Z,2026-08-01T19:15:00Z
LEG-0051,SHP-0023,TRK-06,AUR-2345,PRD-INS-01,2,8,120,2026-08-01T21:15:00Z,2026-08-02T00:15:00Z
LEG-0051,SHP-0023,TRK-06,AUR-2346,PRD-INS-02,2,8,120,2026-08-01T21:15:00Z,2026-08-02T00:15:00Z
LEG-0052,SHP-0024,TRK-10,AUR-2347,PRD-VAX-04,2,8,120,2026-08-01T08:00:00Z,2026-08-01T19:00:00Z
LEG-0052,SHP-0024,TRK-10,AUR-2348,PRD-VAX-01,2,8,120,2026-08-01T08:00:00Z,2026-08-01T19:00:00Z
LEG-0053,SHP-0024,TRK-02,AUR-2347,PRD-VAX-04,2,8,120,2026-08-01T23:00:00Z,2026-08-02T03:00:00Z
LEG-0053,SHP-0024,TRK-02,AUR-2348,PRD-VAX-01,2,8,120,2026-08-01T23:00:00Z,2026-08-02T03:00:00Z
LEG-0054,SHP-0025,TRK-07,AUR-2349,PRD-INS-02,2,8,120,2026-08-01T04:00:00Z,2026-08-01T06:00:00Z
LEG-0055,SHP-0025,TRK-08,AUR-2349,PRD-INS-02,2,8,120,2026-08-01T10:00:00Z,2026-08-01T19:00:00Z
LEG-0056,SHP-0025,TRK-01,AUR-2349,PRD-INS-02,2,8,120,2026-08-01T23:00:00Z,2026-08-02T02:00:00Z
LEG-0057,SHP-0026,TRK-09,AUR-2350,PRD-BIO-01,2,8,150,2026-08-01T07:15:00Z,2026-08-01T09:15:00Z
LEG-0057,SHP-0026,TRK-09,AUR-2351,PRD-VAX-03,2,8,180,2026-08-01T07:15:00Z,2026-08-01T09:15:00Z
LEG-0058,SHP-0026,TRK-09,AUR-2350,PRD-BIO-01,2,8,150,2026-08-01T12:15:00Z,2026-08-01T23:15:00Z
LEG-0058,SHP-0026,TRK-09,AUR-2351,PRD-VAX-03,2,8,180,2026-08-01T12:15:00Z,2026-08-01T23:15:00Z
LEG-0059,SHP-0026,TRK-10,AUR-2350,PRD-BIO-01,2,8,150,2026-08-02T03:15:00Z,2026-08-02T07:15:00Z
LEG-0059,SHP-0026,TRK-10,AUR-2351,PRD-VAX-03,2,8,180,2026-08-02T03:15:00Z,2026-08-02T07:15:00Z
LEG-0060,SHP-0027,TRK-06,AUR-2352,PRD-INS-01,2,8,120,2026-08-02T07:30:00Z,2026-08-02T13:30:00Z
LEG-0060,SHP-0027,TRK-06,AUR-2353,PRD-VAX-02,2,8,120,2026-08-02T07:30:00Z,2026-08-02T13:30:00Z
LEG-0060,SHP-0027,TRK-06,AUR-2354,PRD-BIO-01,2,8,150,2026-08-02T07:30:00Z,2026-08-02T13:30:00Z
LEG-0061,SHP-0027,TRK-09,AUR-2352,PRD-INS-01,2,8,120,2026-08-02T16:30:00Z,2026-08-02T18:30:00Z
LEG-0061,SHP-0027,TRK-09,AUR-2353,PRD-VAX-02,2,8,120,2026-08-02T16:30:00Z,2026-08-02T18:30:00Z
LEG-0061,SHP-0027,TRK-09,AUR-2354,PRD-BIO-01,2,8,150,2026-08-02T16:30:00Z,2026-08-02T18:30:00Z
LEG-0062,SHP-0028,TRK-12,AUR-2355,PRD-FRZ-01,-25,-15,120,2026-08-02T05:00:00Z,2026-08-02T07:00:00Z
LEG-0063,SHP-0028,TRK-12,AUR-2355,PRD-FRZ-01,-25,-15,120,2026-08-02T11:00:00Z,2026-08-02T23:00:00Z
LEG-0064,SHP-0028,TRK-11,AUR-2355,PRD-FRZ-01,-25,-15,120,2026-08-03T00:00:00Z,2026-08-03T03:00:00Z
LEG-0065,SHP-0029,TRK-05,AUR-2356,PRD-BIO-01,2,8,150,2026-08-02T05:00:00Z,2026-08-02T07:00:00Z
LEG-0066,SHP-0029,TRK-08,AUR-2356,PRD-BIO-01,2,8,150,2026-08-02T08:00:00Z,2026-08-02T20:00:00Z
LEG-0067,SHP-0029,TRK-02,AUR-2356,PRD-BIO-01,2,8,150,2026-08-02T21:00:00Z,2026-08-03T00:00:00Z
LEG-0068,SHP-0030,TRK-05,AUR-2357,PRD-VAX-04,2,8,120,2026-08-03T08:30:00Z,2026-08-03T10:30:00Z
LEG-0068,SHP-0030,TRK-05,AUR-2358,PRD-INS-01,2,8,120,2026-08-03T08:30:00Z,2026-08-03T10:30:00Z
LEG-0069,SHP-0030,TRK-07,AUR-2357,PRD-VAX-04,2,8,120,2026-08-03T11:30:00Z,2026-08-03T22:30:00Z
LEG-0069,SHP-0030,TRK-07,AUR-2358,PRD-INS-01,2,8,120,2026-08-03T11:30:00Z,2026-08-03T22:30:00Z
LEG-0070,SHP-0030,TRK-05,AUR-2357,PRD-VAX-04,2,8,120,2026-08-03T23:30:00Z,2026-08-04T03:30:00Z
LEG-0070,SHP-0030,TRK-05,AUR-2358,PRD-INS-01,2,8,120,2026-08-03T23:30:00Z,2026-08-04T03:30:00Z
LEG-0071,SHP-0031,TRK-02,AUR-2359,PRD-VAX-02,2,8,120,2026-08-03T05:45:00Z,2026-08-03T17:45:00Z
LEG-0072,SHP-0031,TRK-06,AUR-2359,PRD-VAX-02,2,8,120,2026-08-03T19:45:00Z,2026-08-04T02:45:00Z
LEG-0073,SHP-0032,TRK-01,AUR-2360,PRD-VAX-04,2,8,120,2026-08-03T05:00:00Z,2026-08-03T16:00:00Z
LEG-0074,SHP-0032,TRK-08,AUR-2360,PRD-VAX-04,2,8,120,2026-08-03T18:00:00Z,2026-08-03T22:00:00Z
LEG-LIVE-1,SHP-LIVE,TRK-03,AUR-2299,PRD-VAX-01,2,8,120,2026-08-03T05:30:00Z,2026-08-03T07:30:00Z
LEG-LIVE-2,SHP-LIVE,TRK-04,AUR-2299,PRD-VAX-01,2,8,120,2026-08-03T21:30:00Z,2026-08-04T11:30:00Z
LEG-LIVE-3,SHP-LIVE,TRK-04,AUR-2299,PRD-VAX-01,2,8,120,2026-08-04T14:30:00Z,2026-08-04T16:30:00Z
