TruckID,Timestamp,TempC,HumidityPct,IntervalMinutes
TRK-08,2026-07-25T14:30:00Z,4.9,46,15.0
TRK-12,2026-07-25T14:30:00Z,-20.8,44,15.0
TRK-07,2026-07-25T14:45:00Z,5.1,51,15.0
TRK-08,2026-07-25T14:45:00Z,4.6,46,15.0
TRK-12,2026-07-25T14:45:00Z,-20.9,45,15.0
TRK-07,2026-07-25T15:00:00Z,5.2,49,15.0
TRK-08,2026-07-25T15:00:00Z,4.7,45,15.0
TRK-07,2026-07-25T15:15:00Z,5.2,47,15.0
TRK-08,2026-07-25T15:15:00Z,4.7,42,15.0
TRK-07,2026-07-25T15:30:00Z,5.2,44,15.0
TRK-08,2026-07-25T15:30:00Z,4.7,41,15.0
TRK-07,2026-07-25T15:45:00Z,5.4,42,15.0
TRK-08,2026-07-25T15:45:00Z,4.8,43,15.0
TRK-07,2026-07-25T16:00:00Z,5.6,45,15.0
TRK-08,2026-07-25T16:00:00Z,4.8,46,15.0
TRK-07,2026-07-25T16:15:00Z,5.6,43,15.0
TRK-08,2026-07-25T16:15:00Z,4.6,46,15.0
TRK-07,2026-07-25T16:30:00Z,5.6,44,15.0
TRK-08,2026-07-25T16:30:00Z,4.5,44,15.0
TRK-07,2026-07-25T16:45:00Z,5.5,45,15.0
TRK-08,2026-07-25T16:45:00Z,4.4,43,15.0
TRK-07,2026-07-25T17:00:00Z,5.6,44,15.0
TRK-08,2026-07-25T17:00:00Z,4.6,42,15.0
TRK-07,2026-07-25T17:15:00Z,5.4,44,15.0
TRK-08,2026-07-25T17:15:00Z,4.7,40,15.0
TRK-07,2026-07-25T17:30:00Z,5.5,43,15.0
TRK-08,2026-07-25T17:30:00Z,4.5,41,15.0
TRK-07,2026-07-25T17:45:00Z,5.6,45,15.0
TRK-08,2026-07-25T17:45:00Z,4.6,44,15.0
TRK-07,2026-07-25T18:00:00Z,5.5,46,15.0
TRK-08,2026-07-25T18:00:00Z,4.8,43,15.0
TRK-07,2026-07-25T18:15:00Z,5.3,44,15.0
TRK-08,2026-07-25T18:15:00Z,4.8,44,15.0
TRK-07,2026-07-25T18:30:00Z,5.3,45,15.0
TRK-08,2026-07-25T18:30:00Z,4.7,47,15.0
TRK-07,2026-07-25T18:45:00Z,5.2,44,15.0
TRK-07,2026-07-25T19:00:00Z,5.2,42,15.0
TRK-07,2026-07-25T19:15:00Z,5.1,42,15.0
TRK-07,2026-07-25T19:30:00Z,5.2,44,15.0
TRK-07,2026-07-25T19:45:00Z,5.1,47,15.0
TRK-07,2026-07-25T20:00:00Z,5.1,45,15.0
TRK-07,2026-07-25T20:15:00Z,5.1,46,15.0
TRK-07,2026-07-25T20:30:00Z,5.3,47,15.0
TRK-07,2026-07-25T20:45:00Z,5.3,46,15.0
TRK-07,2026-07-25T21:00:00Z,5.3,44,15.0
TRK-07,2026-07-25T21:15:00Z,5.2,43,15.0
TRK-07,2026-07-25T21:30:00Z,5.1,42,15.0
TRK-07,2026-07-25T21:45:00Z,5.2,40,15.0
TRK-07,2026-07-25T22:00:00Z,5.4,43,15.0
TRK-09,2026-07-25T22:30:00Z,4.4,48,15.0
TRK-09,2026-07-25T22:45:00Z,4.2,48,15.0
TRK-09,2026-07-25T23:00:00Z,4.2,50,15.0
TRK-09,2026-07-25T23:15:00Z,10.1,61,15.0
TRK-09,2026-07-25T23:30:00Z,4.2,53,15.0
TRK-09,2026-07-25T23:45:00Z,4.4,54,15.0
TRK-08,2026-07-26T00:00:00Z,4.9,39,15.0
TRK-09,2026-07-26T00:00:00Z,4.3,52,15.0
TRK-08,2026-07-26T00:15:00Z,4.9,39,15.0
TRK-09,2026-07-26T00:15:00Z,4.3,47,15.0
TRK-08,2026-07-26T00:30:00Z,4.9,42,15.0
TRK-09,2026-07-26T00:30:00Z,4.2,46,15.0
TRK-08,2026-07-26T00:45:00Z,5.0,44,15.0
TRK-09,2026-07-26T00:45:00Z,4.1,43,15.0
TRK-08,2026-07-26T01:00:00Z,5.2,43,15.0
TRK-09,2026-07-26T01:00:00Z,4.2,43,15.0
TRK-08,2026-07-26T01:15:00Z,5.1,45,15.0
TRK-09,2026-07-26T01:15:00Z,4.0,44,15.0
TRK-08,2026-07-26T01:30:00Z,5.1,44,15.0
TRK-09,2026-07-26T01:30:00Z,4.0,45,15.0
TRK-08,2026-07-26T01:45:00Z,8.9,53,15.0
TRK-08,2026-07-26T02:00:00Z,10.9,62,15.0
TRK-08,2026-07-26T02:15:00Z,10.0,70,15.0
TRK-08,2026-07-26T02:30:00Z,5.0,66,15.0
TRK-08,2026-07-26T02:45:00Z,5.0,58,15.0
TRK-08,2026-07-26T03:00:00Z,4.9,56,15.0
TRK-11,2026-07-26T06:15:00Z,-19.7,49,15.0
TRK-11,2026-07-26T06:30:00Z,-19.7,50,15.0
TRK-02,2026-07-26T06:45:00Z,5.0,50,15.0
TRK-11,2026-07-26T06:45:00Z,-19.6,47,15.0
TRK-02,2026-07-26T07:00:00Z,5.1,47,15.0
TRK-11,2026-07-26T07:00:00Z,-19.6,49,15.0
TRK-02,2026-07-26T07:15:00Z,5.1,46,15.0
TRK-11,2026-07-26T07:15:00Z,-19.6,49,15.0
TRK-02,2026-07-26T07:30:00Z,5.1,44,15.0
TRK-08,2026-07-26T07:30:00Z,4.8,49,15.0
TRK-11,2026-07-26T07:30:00Z,-14.4,57,15.0
TRK-02,2026-07-26T07:45:00Z,4.9,46,15.0
TRK-08,2026-07-26T07:45:00Z,4.7,45,15.0
TRK-11,2026-07-26T07:45:00Z,-19.7,52,15.0
TRK-02,2026-07-26T08:00:00Z,4.9,44,15.0
TRK-08,2026-07-26T08:00:00Z,4.8,43,15.0
TRK-11,2026-07-26T08:00:00Z,-19.9,50,15.0
TRK-02,2026-07-26T08:15:00Z,4.9,44,15.0
TRK-08,2026-07-26T08:15:00Z,4.7,45,15.0
TRK-11,2026-07-26T08:15:00Z,-19.9,48,15.0
TRK-02,2026-07-26T08:30:00Z,5.0,43,15.0
TRK-08,2026-07-26T08:30:00Z,4.7,44,15.0
TRK-02,2026-07-26T08:45:00Z,5.0,44,15.0
TRK-08,2026-07-26T08:45:00Z,11.2,52,15.0
TRK-02,2026-07-26T09:00:00Z,5.2,42,15.0
TRK-08,2026-07-26T09:00:00Z,4.9,48,15.0
TRK-02,2026-07-26T09:15:00Z,5.2,42,15.0
TRK-08,2026-07-26T09:15:00Z,4.7,45,15.0
TRK-02,2026-07-26T09:30:00Z,5.0,41,15.0
TRK-08,2026-07-26T09:30:00Z,4.7,46,15.0
TRK-02,2026-07-26T09:45:00Z,4.9,43,15.0
TRK-02,2026-07-26T10:00:00Z,4.9,45,15.0
TRK-02,2026-07-26T10:15:00Z,5.1,42,15.0
TRK-02,2026-07-26T10:30:00Z,4.9,42,15.0
TRK-02,2026-07-26T10:45:00Z,5.1,42,15.0
TRK-02,2026-07-26T11:00:00Z,5.0,42,15.0
TRK-02,2026-07-26T11:15:00Z,8.8,48,15.0
TRK-02,2026-07-26T11:30:00Z,5.0,40,15.0
TRK-02,2026-07-26T11:45:00Z,4.9,41,15.0
TRK-02,2026-07-26T12:00:00Z,4.8,43,15.0
TRK-02,2026-07-26T12:15:00Z,5.0,42,15.0
TRK-12,2026-07-26T12:15:00Z,-21.2,50,15.0
TRK-02,2026-07-26T12:30:00Z,5.2,41,15.0
TRK-12,2026-07-26T12:30:00Z,-21.2,52,15.0
TRK-02,2026-07-26T12:45:00Z,5.2,41,15.0
TRK-12,2026-07-26T12:45:00Z,-21.2,47,15.0
TRK-12,2026-07-26T13:00:00Z,-21.2,48,15.0
TRK-12,2026-07-26T13:15:00Z,-21.1,48,15.0
TRK-10,2026-07-26T13:30:00Z,4.5,47,15.0
TRK-12,2026-07-26T13:30:00Z,-21.2,49,15.0
TRK-10,2026-07-26T13:45:00Z,4.3,43,15.0
TRK-12,2026-07-26T13:45:00Z,-14.5,60,15.0
TRK-10,2026-07-26T14:00:00Z,4.2,42,15.0
TRK-12,2026-07-26T14:00:00Z,-21.2,52,15.0
TRK-10,2026-07-26T14:15:00Z,4.2,43,15.0
TRK-12,2026-07-26T14:15:00Z,-21.1,51,15.0
TRK-10,2026-07-26T14:30:00Z,4.4,45,15.0
TRK-12,2026-07-26T14:30:00Z,-21.3,47,15.0
TRK-10,2026-07-26T14:45:00Z,4.2,43,15.0
TRK-12,2026-07-26T14:45:00Z,-21.5,49,15.0
TRK-10,2026-07-26T15:00:00Z,4.2,42,15.0
TRK-12,2026-07-26T15:00:00Z,-21.6,48,15.0
TRK-10,2026-07-26T15:15:00Z,11.0,49,15.0
TRK-12,2026-07-26T15:15:00Z,-21.5,46,15.0
TRK-10,2026-07-26T15:30:00Z,4.2,42,15.0
TRK-12,2026-07-26T15:30:00Z,-21.4,45,15.0
TRK-06,2026-07-26T15:45:00Z,4.7,49,15.0
TRK-10,2026-07-26T15:45:00Z,4.2,42,15.0
TRK-12,2026-07-26T15:45:00Z,-21.5,43,15.0
TRK-06,2026-07-26T16:00:00Z,4.6,46,15.0
TRK-10,2026-07-26T16:00:00Z,4.2,42,15.0
TRK-12,2026-07-26T16:00:00Z,-21.3,44,15.0
TRK-06,2026-07-26T16:15:00Z,4.7,44,15.0
TRK-10,2026-07-26T16:15:00Z,4.3,42,15.0
TRK-12,2026-07-26T16:15:00Z,-21.5,44,15.0
TRK-06,2026-07-26T16:30:00Z,4.6,42,15.0
TRK-10,2026-07-26T16:30:00Z,4.2,45,15.0
TRK-12,2026-07-26T16:30:00Z,-21.3,45,15.0
TRK-06,2026-07-26T16:45:00Z,4.6,45,15.0
TRK-12,2026-07-26T16:45:00Z,-21.3,46,15.0
TRK-06,2026-07-26T17:00:00Z,4.8,48,15.0
TRK-12,2026-07-26T17:00:00Z,-21.3,43,15.0
TRK-06,2026-07-26T17:15:00Z,4.8,48,15.0
TRK-12,2026-07-26T17:15:00Z,-21.1,45,15.0
TRK-06,2026-07-26T17:30:00Z,4.6,45,15.0
TRK-12,2026-07-26T17:30:00Z,-21.1,43,15.0
TRK-06,2026-07-26T17:45:00Z,4.4,45,15.0
TRK-12,2026-07-26T17:45:00Z,-21.3,47,15.0
TRK-06,2026-07-26T18:00:00Z,9.0,56,15.0
TRK-12,2026-07-26T18:00:00Z,-21.2,44,15.0
TRK-06,2026-07-26T18:15:00Z,4.5,49,15.0
TRK-12,2026-07-26T18:15:00Z,-21.4,43,15.0
TRK-06,2026-07-26T18:30:00Z,4.7,47,15.0
TRK-06,2026-07-26T18:45:00Z,4.7,48,15.0
TRK-11,2026-07-26T20:15:00Z,-20.4,44,15.0
TRK-11,2026-07-26T20:30:00Z,-14.2,55,15.0
TRK-11,2026-07-26T20:45:00Z,-20.5,47,15.0
TRK-11,2026-07-26T21:00:00Z,-20.7,46,15.0
TRK-11,2026-07-26T21:15:00Z,-20.7,43,15.0
TRK-11,2026-07-26T21:30:00Z,-20.6,45,15.0
TRK-11,2026-07-26T21:45:00Z,-20.7,44,15.0
TRK-11,2026-07-26T22:00:00Z,-20.6,43,15.0
TRK-11,2026-07-26T22:15:00Z,-20.7,43,15.0
TRK-12,2026-07-27T06:00:00Z,-20.8,45,15.0
TRK-12,2026-07-27T06:15:00Z,-20.7,47,15.0
TRK-12,2026-07-27T06:30:00Z,-13.5,55,15.0
TRK-12,2026-07-27T06:45:00Z,-20.7,49,15.0
TRK-12,2026-07-27T07:00:00Z,-20.8,47,15.0
TRK-12,2026-07-27T07:15:00Z,-20.9,46,15.0
TRK-12,2026-07-27T07:30:00Z,-20.9,46,15.0
TRK-12,2026-07-27T07:45:00Z,-20.7,44,15.0
TRK-12,2026-07-27T08:00:00Z,-20.7,45,15.0
TRK-09,2026-07-27T09:30:00Z,5.1,46,15.0
TRK-09,2026-07-27T09:45:00Z,4.9,46,15.0
TRK-09,2026-07-27T10:00:00Z,4.8,47,15.0
TRK-11,2026-07-27T10:00:00Z,-21.7,44,15.0
TRK-09,2026-07-27T10:15:00Z,4.8,46,15.0
TRK-11,2026-07-27T10:15:00Z,-21.7,44,15.0
TRK-09,2026-07-27T10:30:00Z,5.0,44,15.0
TRK-11,2026-07-27T10:30:00Z,-21.8,43,15.0
TRK-09,2026-07-27T10:45:00Z,5.0,41,15.0
TRK-11,2026-07-27T10:45:00Z,-21.8,46,15.0
TRK-09,2026-07-27T11:00:00Z,4.8,39,15.0
TRK-11,2026-07-27T11:00:00Z,-21.8,46,15.0
TRK-09,2026-07-27T11:15:00Z,4.9,41,15.0
TRK-11,2026-07-27T11:15:00Z,-21.9,46,15.0
TRK-09,2026-07-27T11:30:00Z,5.0,43,15.0
TRK-11,2026-07-27T11:30:00Z,-21.8,46,15.0
TRK-09,2026-07-27T11:45:00Z,4.8,44,15.0
TRK-11,2026-07-27T11:45:00Z,-21.7,48,15.0
TRK-09,2026-07-27T12:00:00Z,4.8,46,15.0
TRK-11,2026-07-27T12:00:00Z,-21.6,49,15.0
TRK-09,2026-07-27T12:15:00Z,4.9,46,15.0
TRK-11,2026-07-27T12:15:00Z,-21.8,46,15.0
TRK-09,2026-07-27T12:30:00Z,5.0,47,15.0
TRK-11,2026-07-27T12:30:00Z,-22.0,44,15.0
TRK-09,2026-07-27T12:45:00Z,4.9,43,15.0
TRK-11,2026-07-27T12:45:00Z,-22.1,44,15.0
TRK-09,2026-07-27T13:00:00Z,4.8,43,15.0
TRK-11,2026-07-27T13:00:00Z,-22.1,46,15.0
TRK-09,2026-07-27T13:15:00Z,4.7,45,15.0
TRK-11,2026-07-27T13:15:00Z,-22.0,46,15.0
TRK-09,2026-07-27T13:30:00Z,4.8,42,15.0
TRK-11,2026-07-27T13:30:00Z,-22.1,45,15.0
TRK-09,2026-07-27T13:45:00Z,4.7,40,15.0
TRK-11,2026-07-27T13:45:00Z,-22.0,44,15.0
TRK-09,2026-07-27T14:00:00Z,8.9,47,15.0
TRK-11,2026-07-27T14:00:00Z,-21.9,43,15.0
TRK-09,2026-07-27T14:15:00Z,5.1,39,15.0
TRK-11,2026-07-27T14:15:00Z,-22.0,41,15.0
TRK-09,2026-07-27T14:30:00Z,5.0,39,15.0
TRK-11,2026-07-27T14:30:00Z,-21.9,45,15.0
TRK-09,2026-07-27T14:45:00Z,5.0,37,15.0
TRK-11,2026-07-27T14:45:00Z,-12.9,55,15.0
TRK-09,2026-07-27T15:00:00Z,5.1,41,15.0
TRK-11,2026-07-27T15:00:00Z,-21.8,47,15.0
TRK-09,2026-07-27T15:15:00Z,4.9,40,15.0
TRK-11,2026-07-27T15:15:00Z,-21.6,45,15.0
TRK-09,2026-07-27T15:30:00Z,4.8,42,15.0
TRK-11,2026-07-27T15:30:00Z,-21.8,48,15.0
TRK-09,2026-07-27T15:45:00Z,4.8,42,15.0
TRK-11,2026-07-27T15:45:00Z,-21.7,49,15.0
TRK-09,2026-07-27T16:00:00Z,4.8,42,15.0
TRK-11,2026-07-27T16:00:00Z,-21.7,47,15.0
TRK-09,2026-07-27T16:15:00Z,4.8,41,15.0
TRK-11,2026-07-27T16:15:00Z,-21.8,46,15.0
TRK-09,2026-07-27T16:30:00Z,5.0,44,15.0
TRK-11,2026-07-27T16:30:00Z,-21.9,47,15.0
TRK-09,2026-07-27T16:45:00Z,5.0,44,15.0
TRK-11,2026-07-27T16:45:00Z,-21.8,48,15.0
TRK-09,2026-07-27T17:00:00Z,4.9,45,15.0
TRK-11,2026-07-27T17:00:00Z,-21.8,46,15.0
TRK-09,2026-07-27T17:15:00Z,4.9,43,15.0
TRK-11,2026-07-27T17:15:00Z,-21.8,43,15.0
TRK-09,2026-07-27T17:30:00Z,5.0,46,15.0
TRK-11,2026-07-27T17:30:00Z,-21.7,40,15.0
TRK-09,2026-07-27T17:45:00Z,4.9,47,15.0
TRK-11,2026-07-27T17:45:00Z,-21.6,45,15.0
TRK-09,2026-07-27T18:00:00Z,5.0,48,15.0
TRK-11,2026-07-27T18:00:00Z,-21.6,43,15.0
TRK-09,2026-07-27T18:15:00Z,5.0,45,15.0
TRK-11,2026-07-27T18:15:00Z,-21.6,43,15.0
TRK-09,2026-07-27T18:30:00Z,4.8,45,15.0
TRK-11,2026-07-27T18:30:00Z,-21.7,42,15.0
TRK-11,2026-07-27T18:45:00Z,-21.9,43,15.0
TRK-11,2026-07-27T19:00:00Z,-22.0,43,15.0
TRK-11,2026-07-27T19:15:00Z,-22.1,42,15.0
TRK-11,2026-07-27T19:30:00Z,-22.1,43,15.0
TRK-11,2026-07-27T19:45:00Z,-21.9,42,15.0
TRK-11,2026-07-27T20:00:00Z,-21.8,42,15.0
TRK-11,2026-07-27T20:15:00Z,-22.0,41,15.0
TRK-11,2026-07-27T20:30:00Z,-21.9,42,15.0
TRK-11,2026-07-27T20:45:00Z,-22.0,42,15.0
TRK-11,2026-07-27T21:00:00Z,-21.8,44,15.0
TRK-11,2026-07-27T21:15:00Z,-21.8,45,15.0
TRK-11,2026-07-27T21:30:00Z,-21.7,43,15.0
TRK-11,2026-07-27T21:45:00Z,-21.6,44,15.0
TRK-11,2026-07-27T22:00:00Z,-21.8,45,15.0
TRK-01,2026-07-27T22:30:00Z,4.9,40,15.0
TRK-01,2026-07-27T22:45:00Z,4.9,41,15.0
TRK-01,2026-07-27T23:00:00Z,9.6,48,15.0
TRK-01,2026-07-27T23:15:00Z,4.9,43,15.0
TRK-01,2026-07-27T23:30:00Z,5.0,46,15.0
TRK-01,2026-07-27T23:45:00Z,5.0,44,15.0
TRK-01,2026-07-28T00:00:00Z,4.9,42,15.0
TRK-01,2026-07-28T00:15:00Z,4.8,43,15.0
TRK-01,2026-07-28T00:30:00Z,4.7,41,15.0
TRK-01,2026-07-28T00:45:00Z,4.8,45,15.0
TRK-01,2026-07-28T01:00:00Z,4.7,45,15.0
TRK-01,2026-07-28T01:15:00Z,4.7,44,15.0
TRK-01,2026-07-28T01:30:00Z,4.8,44,15.0
TRK-12,2026-07-28T02:00:00Z,-20.4,42,15.0
TRK-12,2026-07-28T02:15:00Z,-20.2,41,15.0
TRK-12,2026-07-28T02:30:00Z,-14.5,50,15.0
TRK-12,2026-07-28T02:45:00Z,-20.5,44,15.0
TRK-12,2026-07-28T03:00:00Z,-20.5,43,15.0
TRK-12,2026-07-28T03:15:00Z,-20.3,42,15.0
TRK-12,2026-07-28T03:30:00Z,-20.5,40,15.0
TRK-12,2026-07-28T03:45:00Z,-20.4,40,15.0
TRK-12,2026-07-28T04:00:00Z,-20.5,40,15.0
TRK-12,2026-07-28T04:15:00Z,-20.6,41,15.0
TRK-12,2026-07-28T04:30:00Z,-20.5,45,15.0
TRK-12,2026-07-28T04:45:00Z,-20.5,45,15.0
TRK-12,2026-07-28T05:00:00Z,-20.6,42,15.0
TRK-09,2026-07-28T06:30:00Z,4.5,51,15.0
TRK-09,2026-07-28T06:45:00Z,9.2,57,15.0
TRK-09,2026-07-28T07:00:00Z,4.4,52,15.0
TRK-09,2026-07-28T07:15:00Z,4.5,50,15.0
TRK-09,2026-07-28T07:30:00Z,4.5,47,15.0
TRK-09,2026-07-28T07:45:00Z,4.3,47,15.0
TRK-09,2026-07-28T08:00:00Z,4.4,48,15.0
TRK-09,2026-07-28T08:15:00Z,4.4,46,15.0
TRK-09,2026-07-28T08:30:00Z,4.5,45,15.0
TRK-11,2026-07-28T09:30:00Z,-19.3,46,15.0
TRK-11,2026-07-28T09:45:00Z,-19.3,43,15.0
TRK-11,2026-07-28T10:00:00Z,-19.3,47,15.0
TRK-11,2026-07-28T10:15:00Z,-19.4,43,15.0
TRK-10,2026-07-28T10:30:00Z,4.4,46,15.0
TRK-11,2026-07-28T10:30:00Z,-19.4,42,15.0
TRK-10,2026-07-28T10:45:00Z,4.3,47,15.0
TRK-11,2026-07-28T10:45:00Z,-19.5,41,15.0
TRK-10,2026-07-28T11:00:00Z,4.4,45,15.0
TRK-11,2026-07-28T11:00:00Z,-19.2,43,15.0
TRK-10,2026-07-28T11:15:00Z,4.3,42,15.0
TRK-11,2026-07-28T11:15:00Z,-19.1,42,15.0
TRK-10,2026-07-28T11:30:00Z,4.5,45,15.0
TRK-11,2026-07-28T11:30:00Z,-19.1,42,15.0
TRK-10,2026-07-28T11:45:00Z,4.3,44,15.0
TRK-11,2026-07-28T11:45:00Z,-19.0,45,15.0
TRK-10,2026-07-28T12:00:00Z,11.0,54,15.0
TRK-11,2026-07-28T12:00:00Z,-19.0,46,15.0
TRK-10,2026-07-28T12:15:00Z,4.2,50,15.0
TRK-11,2026-07-28T12:15:00Z,-19.0,44,15.0
TRK-10,2026-07-28T12:30:00Z,4.3,48,15.0
TRK-11,2026-07-28T12:30:00Z,-19.1,44,15.0
TRK-10,2026-07-28T12:45:00Z,4.4,47,15.0
TRK-11,2026-07-28T12:45:00Z,-19.1,42,15.0
TRK-10,2026-07-28T13:00:00Z,4.3,43,15.0
TRK-11,2026-07-28T13:00:00Z,-19.1,44,15.0
TRK-10,2026-07-28T13:15:00Z,4.4,42,15.0
TRK-11,2026-07-28T13:15:00Z,-19.1,42,15.0
TRK-10,2026-07-28T13:30:00Z,4.5,44,15.0
TRK-11,2026-07-28T13:30:00Z,-19.1,43,15.0
TRK-11,2026-07-28T13:45:00Z,-19.0,42,15.0
TRK-11,2026-07-28T14:00:00Z,-19.1,45,15.0
TRK-11,2026-07-28T14:15:00Z,-19.1,45,15.0
TRK-11,2026-07-28T14:30:00Z,-19.3,46,15.0
TRK-11,2026-07-28T14:45:00Z,-19.3,48,15.0
TRK-11,2026-07-28T15:00:00Z,-19.1,47,15.0
TRK-11,2026-07-28T15:15:00Z,-19.3,44,15.0
TRK-11,2026-07-28T15:30:00Z,-19.4,45,15.0
TRK-11,2026-07-28T15:45:00Z,-19.3,46,15.0
TRK-11,2026-07-28T16:00:00Z,-19.4,48,15.0
TRK-11,2026-07-28T16:15:00Z,-19.5,50,15.0
TRK-11,2026-07-28T16:30:00Z,-19.4,47,15.0
TRK-11,2026-07-28T16:45:00Z,-19.4,48,15.0
TRK-11,2026-07-28T17:00:00Z,-19.3,46,15.0
TRK-11,2026-07-28T17:15:00Z,-19.3,47,15.0
TRK-11,2026-07-28T17:30:00Z,-19.2,47,15.0
TRK-11,2026-07-28T17:45:00Z,-19.0,47,15.0
TRK-11,2026-07-28T18:00:00Z,-19.1,45,15.0
TRK-11,2026-07-28T18:15:00Z,-19.0,43,15.0
TRK-11,2026-07-28T18:30:00Z,-19.3,42,15.0
TRK-11,2026-07-28T18:45:00Z,-14.3,51,15.0
TRK-11,2026-07-28T19:00:00Z,-19.1,47,15.0
TRK-11,2026-07-28T19:15:00Z,-19.3,49,15.0
TRK-11,2026-07-28T19:30:00Z,-19.3,48,15.0
TRK-11,2026-07-28T19:45:00Z,-19.4,46,15.0
TRK-11,2026-07-28T20:00:00Z,-19.5,46,15.0
TRK-11,2026-07-28T20:15:00Z,-19.3,46,15.0
